lot_id,date,wafer_slot,step,meas_tool,site_id,field_x,field_y,site_in_field,wafer_x_mm,wafer_y_mm,r_norm,pattern_density,cd_nm
L0179,2026-04-01,23,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.243
L0179,2026-04-01,23,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,130.694
L0179,2026-04-01,23,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,126.975
L0179,2026-04-01,23,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,131.556
L0179,2026-04-01,23,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,132.268
L0179,2026-04-01,23,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,131.458
L0179,2026-04-01,23,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,130.183
L0179,2026-04-01,23,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,126.787
L0179,2026-04-01,23,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,131.858
L0179,2026-04-01,23,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,131.023
L0179,2026-04-01,23,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,130.411
L0179,2026-04-01,23,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,130.981
L0179,2026-04-01,23,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,128.72
L0179,2026-04-01,23,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,132.328
L0179,2026-04-01,23,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,131.722
L0179,2026-04-01,23,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,130.842
L0179,2026-04-01,23,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,130.613
L0179,2026-04-01,23,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,125.824
L0179,2026-04-01,23,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,131.191
L0179,2026-04-01,23,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,131.108
L0179,2026-04-01,23,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,131.363
L0179,2026-04-01,23,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,130.534
L0179,2026-04-01,23,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,128.365
L0179,2026-04-01,23,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,131.239
L0179,2026-04-01,23,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,132.41
L0179,2026-04-01,23,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,131.303
L0179,2026-04-01,23,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,129.448
L0179,2026-04-01,23,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.981
L0179,2026-04-01,23,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,132.193
L0179,2026-04-01,23,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,131.128
L0179,2026-04-01,23,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.42
L0179,2026-04-01,23,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,133.671
L0179,2026-04-01,23,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,130.509
L0179,2026-04-01,23,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,128.836
L0179,2026-04-01,23,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,132.05
L0179,2026-04-01,23,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,131.135
L0179,2026-04-01,23,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,130.635
L0179,2026-04-01,23,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,131.626
L0179,2026-04-01,23,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,126.544
L0179,2026-04-01,23,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,132.841
L0180,2026-04-01,3,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,129.64
L0180,2026-04-01,3,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,131.668
L0180,2026-04-01,3,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,128.195
L0180,2026-04-01,3,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,127.107
L0180,2026-04-01,3,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,128.37
L0180,2026-04-01,3,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,130.144
L0180,2026-04-01,3,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,130.908
L0180,2026-04-01,3,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.873
L0180,2026-04-01,3,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,129.251
L0180,2026-04-01,3,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,127.9
L0180,2026-04-01,3,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,130.505
L0180,2026-04-01,3,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,133.529
L0180,2026-04-01,3,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.166
L0180,2026-04-01,3,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,126.64
L0180,2026-04-01,3,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,129.321
L0180,2026-04-01,3,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,130.521
L0180,2026-04-01,3,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,131.468
L0180,2026-04-01,3,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,126.433
L0180,2026-04-01,3,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,130.176
L0180,2026-04-01,3,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,128.402
L0180,2026-04-01,3,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,131.407
L0180,2026-04-01,3,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,133.66
L0180,2026-04-01,3,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,128.945
L0180,2026-04-01,3,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,128.94
L0180,2026-04-01,3,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.365
L0180,2026-04-01,3,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,131.828
L0180,2026-04-01,3,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,131.589
L0180,2026-04-01,3,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,127.895
L0180,2026-04-01,3,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.212
L0180,2026-04-01,3,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,127.906
L0180,2026-04-01,3,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.898
L0180,2026-04-01,3,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,129.323
L0180,2026-04-01,3,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,131.978
L0180,2026-04-01,3,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,127.031
L0180,2026-04-01,3,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,129.948
L0180,2026-04-01,3,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,129.729
L0180,2026-04-01,3,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,127.844
L0180,2026-04-01,3,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,132.536
L0180,2026-04-01,3,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.728
L0180,2026-04-01,3,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,129.502
L0180,2026-04-01,3,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,129.518
L0180,2026-04-01,13,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,129.123
L0180,2026-04-01,13,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,131.959
L0180,2026-04-01,13,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,128.033
L0180,2026-04-01,13,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,128.871
L0180,2026-04-01,13,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,130.32
L0180,2026-04-01,13,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,129.46
L0180,2026-04-01,13,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,132.365
L0180,2026-04-01,13,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,128.5
L0180,2026-04-01,13,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,128.454
L0180,2026-04-01,13,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,129.967
L0180,2026-04-01,13,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,129.951
L0180,2026-04-01,13,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,132.568
L0180,2026-04-01,13,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.721
L0180,2026-04-01,13,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,130.502
L0180,2026-04-01,13,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,128.257
L0180,2026-04-01,13,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,130.027
L0180,2026-04-01,13,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,132.25
L0180,2026-04-01,13,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,127.557
L0180,2026-04-01,13,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,128.667
L0180,2026-04-01,13,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,130.077
L0180,2026-04-01,13,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,130.703
L0180,2026-04-01,13,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,133.377
L0180,2026-04-01,13,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.53
L0180,2026-04-01,13,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,128.893
L0180,2026-04-01,13,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.031
L0180,2026-04-01,13,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,130.718
L0180,2026-04-01,13,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,134.805
L0180,2026-04-01,13,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,129.384
L0180,2026-04-01,13,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.883
L0180,2026-04-01,13,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,127.38
L0180,2026-04-01,13,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.334
L0180,2026-04-01,13,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,131.796
L0180,2026-04-01,13,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,133.824
L0180,2026-04-01,13,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,128.311
L0180,2026-04-01,13,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,128.33
L0180,2026-04-01,13,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,130.95
L0180,2026-04-01,13,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,130.761
L0180,2026-04-01,13,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,133.093
L0180,2026-04-01,13,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,129.786
L0180,2026-04-01,13,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,129.644
L0180,2026-04-01,13,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,130.381
L0180,2026-04-01,23,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,130.079
L0180,2026-04-01,23,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,132.743
L0180,2026-04-01,23,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,128.367
L0180,2026-04-01,23,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,129.281
L0180,2026-04-01,23,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,128.583
L0180,2026-04-01,23,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,131.378
L0180,2026-04-01,23,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,133.722
L0180,2026-04-01,23,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,127.48
L0180,2026-04-01,23,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,129.862
L0180,2026-04-01,23,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,129.946
L0180,2026-04-01,23,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,131.138
L0180,2026-04-01,23,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,132.634
L0180,2026-04-01,23,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,127.59
L0180,2026-04-01,23,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,127.989
L0180,2026-04-01,23,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,131.101
L0180,2026-04-01,23,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,130.935
L0180,2026-04-01,23,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,132.558
L0180,2026-04-01,23,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,128.788
L0180,2026-04-01,23,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,130.175
L0180,2026-04-01,23,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,129.473
L0180,2026-04-01,23,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,128.244
L0180,2026-04-01,23,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,133.992
L0180,2026-04-01,23,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,127.997
L0180,2026-04-01,23,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,130.007
L0180,2026-04-01,23,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,129.534
L0180,2026-04-01,23,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,130.871
L0180,2026-04-01,23,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,132.403
L0180,2026-04-01,23,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,129.342
L0180,2026-04-01,23,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.771
L0180,2026-04-01,23,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,129.547
L0180,2026-04-01,23,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,129.143
L0180,2026-04-01,23,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,130.281
L0180,2026-04-01,23,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,132.316
L0180,2026-04-01,23,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,128.477
L0180,2026-04-01,23,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,129.68
L0180,2026-04-01,23,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,130.138
L0180,2026-04-01,23,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,131.72
L0180,2026-04-01,23,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,132.843
L0180,2026-04-01,23,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,127.595
L0180,2026-04-01,23,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,130.101
L0180,2026-04-01,23,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,127.084
L0181,2026-04-01,3,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,129.306
L0181,2026-04-01,3,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.821
L0181,2026-04-01,3,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,130.583
L0181,2026-04-01,3,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,125.626
L0181,2026-04-01,3,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,130.359
L0181,2026-04-01,3,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,128.735
L0181,2026-04-01,3,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,129.781
L0181,2026-04-01,3,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,130.191
L0181,2026-04-01,3,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,126.426
L0181,2026-04-01,3,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,131.761
L0181,2026-04-01,3,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,130.016
L0181,2026-04-01,3,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,130.135
L0181,2026-04-01,3,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,129.83
L0181,2026-04-01,3,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,127.573
L0181,2026-04-01,3,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,131.024
L0181,2026-04-01,3,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,130.209
L0181,2026-04-01,3,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,130.995
L0181,2026-04-01,3,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,129.949
L0181,2026-04-01,3,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,127.616
L0181,2026-04-01,3,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,130.357
L0181,2026-04-01,3,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,129.976
L0181,2026-04-01,3,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,128.833
L0181,2026-04-01,3,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,130.482
L0181,2026-04-01,3,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,127.759
L0181,2026-04-01,3,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,130.181
L0181,2026-04-01,3,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,130.018
L0181,2026-04-01,3,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,133.175
L0181,2026-04-01,3,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,128.58
L0181,2026-04-01,3,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,129.631
L0181,2026-04-01,3,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,129.815
L0181,2026-04-01,3,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,132.496
L0181,2026-04-01,3,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,129.781
L0181,2026-04-01,3,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,129.303
L0181,2026-04-01,3,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,129.975
L0181,2026-04-01,3,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,127.279
L0181,2026-04-01,3,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,130.628
L0181,2026-04-01,3,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,129.276
L0181,2026-04-01,3,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,130.643
L0181,2026-04-01,3,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,130.916
L0181,2026-04-01,3,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,126.763
L0181,2026-04-01,3,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,130.77
L0181,2026-04-01,13,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,130.361
L0181,2026-04-01,13,ADI,CDSEM-A,S01,0,0,1,-9.1,-11.55,0.098,0.447,129.171
L0181,2026-04-01,13,ADI,CDSEM-A,S02,0,0,2,9.1,-11.55,0.098,0.473,130.393
L0181,2026-04-01,13,ADI,CDSEM-A,S03,0,0,3,-9.1,11.55,0.098,0.5,125.949
L0181,2026-04-01,13,ADI,CDSEM-A,S04,0,0,4,9.1,11.55,0.098,0.527,132.52
L0181,2026-04-01,13,ADI,CDSEM-A,S05,2,0,0,52.0,0.0,0.3467,0.553,131.298
L0181,2026-04-01,13,ADI,CDSEM-A,S06,2,0,1,42.9,-11.55,0.2962,0.58,129.959
L0181,2026-04-01,13,ADI,CDSEM-A,S07,2,0,2,61.1,-11.55,0.4145,0.42,128.922
L0181,2026-04-01,13,ADI,CDSEM-A,S08,2,0,3,42.9,11.55,0.2962,0.447,125.852
L0181,2026-04-01,13,ADI,CDSEM-A,S09,2,0,4,61.1,11.55,0.4145,0.473,131.377
L0181,2026-04-01,13,ADI,CDSEM-A,S10,-2,0,0,-52.0,0.0,0.3467,0.5,128.637
L0181,2026-04-01,13,ADI,CDSEM-A,S11,-2,0,1,-61.1,-11.55,0.4145,0.527,129.184
L0181,2026-04-01,13,ADI,CDSEM-A,S12,-2,0,2,-42.9,-11.55,0.2962,0.553,129.339
L0181,2026-04-01,13,ADI,CDSEM-A,S13,-2,0,3,-61.1,11.55,0.4145,0.58,125.734
L0181,2026-04-01,13,ADI,CDSEM-A,S14,-2,0,4,-42.9,11.55,0.2962,0.42,132.138
L0181,2026-04-01,13,ADI,CDSEM-A,S15,0,2,0,0.0,66.0,0.44,0.447,129.782
L0181,2026-04-01,13,ADI,CDSEM-A,S16,0,2,1,-9.1,54.45,0.368,0.473,131.088
L0181,2026-04-01,13,ADI,CDSEM-A,S17,0,2,2,9.1,54.45,0.368,0.5,129.569
L0181,2026-04-01,13,ADI,CDSEM-A,S18,0,2,3,-9.1,77.55,0.5205,0.527,127.535
L0181,2026-04-01,13,ADI,CDSEM-A,S19,0,2,4,9.1,77.55,0.5205,0.553,129.643
L0181,2026-04-01,13,ADI,CDSEM-A,S20,0,-2,0,0.0,-66.0,0.44,0.58,131.316
L0181,2026-04-01,13,ADI,CDSEM-A,S21,0,-2,1,-9.1,-77.55,0.5205,0.42,128.736
L0181,2026-04-01,13,ADI,CDSEM-A,S22,0,-2,2,9.1,-77.55,0.5205,0.447,129.278
L0181,2026-04-01,13,ADI,CDSEM-A,S23,0,-2,3,-9.1,-54.45,0.368,0.473,127.985
L0181,2026-04-01,13,ADI,CDSEM-A,S24,0,-2,4,9.1,-54.45,0.368,0.5,130.019
L0181,2026-04-01,13,ADI,CDSEM-A,S25,5,0,0,130.0,0.0,0.8667,0.527,131.39
L0181,2026-04-01,13,ADI,CDSEM-A,S26,5,0,1,120.9,-11.55,0.8097,0.553,130.411
L0181,2026-04-01,13,ADI,CDSEM-A,S27,5,0,3,120.9,11.55,0.8097,0.42,127.793
L0181,2026-04-01,13,ADI,CDSEM-A,S28,-5,0,0,-130.0,0.0,0.8667,0.473,130.662
L0181,2026-04-01,13,ADI,CDSEM-A,S29,-5,0,2,-120.9,-11.55,0.8097,0.527,130.799
L0181,2026-04-01,13,ADI,CDSEM-A,S30,-5,0,4,-120.9,11.55,0.8097,0.58,132.451
L0181,2026-04-01,13,ADI,CDSEM-A,S31,2,-3,0,52.0,-99.0,0.7455,0.42,129.663
L0181,2026-04-01,13,ADI,CDSEM-A,S32,2,-3,1,42.9,-110.55,0.7905,0.447,131.084
L0181,2026-04-01,13,ADI,CDSEM-A,S33,2,-3,2,61.1,-110.55,0.8421,0.473,130.468
L0181,2026-04-01,13,ADI,CDSEM-A,S34,2,-3,3,42.9,-87.45,0.6494,0.5,125.788
L0181,2026-04-01,13,ADI,CDSEM-A,S35,2,-3,4,61.1,-87.45,0.7112,0.527,131.405
L0181,2026-04-01,13,ADI,CDSEM-A,S36,-2,-3,0,-52.0,-99.0,0.7455,0.553,129.312
L0181,2026-04-01,13,ADI,CDSEM-A,S37,-2,-3,1,-61.1,-110.55,0.8421,0.58,131.364
L0181,2026-04-01,13,ADI,CDSEM-A,S38,-2,-3,2,-42.9,-110.55,0.7905,0.42,130.15
L0181,2026-04-01,13,ADI,CDSEM-A,S39,-2,-3,3,-61.1,-87.45,0.7112,0.447,127.968
L0181,2026-04-01,13,ADI,CDSEM-A,S40,-2,-3,4,-42.9,-87.45,0.6494,0.473,131.222
L0181,2026-04-01,23,ADI,CDSEM-A,S00,0,0,0,0.0,0.0,0.0,0.42,130.808
